      male     female
       3.0        7.0 --         ودّوه غرْفة الءنْعاشْ. 
       3.0        2.0 --         ودّوْنيْ قسْم الْعظامْ. 
       3.0        6.0 --         ودّوْه قسْم التّحْقيقاتْ. 
       3.0        5.0 --         ودّي العيش للطاحونة. 
       3.0        5.0 --         ودّيت عربيتي للصيانة. 
       3.0        4.0 --         وراكْ في الشّبّاكْ. 
       3.0        5.0 --         ورّىني ءوراقكْ. 
       3.0        3.0 --         ورّيني الصّورة دي. 
       0.0        4.0 --         ورّيني الفاتورة؟ 
       3.0        5.0 --         ورّيني حتجي السْاعة كمْ؟ 
       1.0        4.0 --         ورّيني عنوان بيتك. 
       3.0        4.0 --         ورّيْهمْ بيْتكْ ويْنْ. 
       3.0        5.0 --         وزن الشنطة  رطل. 
       3.0        3.0 --         وزن الشنطة كم؟. 
       0.0        4.0 --         وسعر الشرا كم؟ 
       0.0        4.0 --         وشّهْ مدوّرْ. 
       3.0        3.0 --         وصلت المطار بدري. 
       3.0        3.0 --         وصلْت موْنتريْ ءمسْ. 
       1.0        4.0 --         وطّي صوتك. 
       0.0        4.0 --         وفّر قروشك! 
       3.0        7.0 --         وقفتْ الْعربيهْ بينْ الْخطّينْ. 
       3.0        2.0 --         وقّف الدّوا دا فوْراً. 
       3.0        5.0 --         وقّف الْعربيّهْ هنا. 
       3.0        6.0 --         وقّفونا في  نقطة تفتيش. 
       3.0        5.0 --         وقّفْ ءخْد الْحبوبْ. 
       1.0        4.0 --         وقّفْ طوّاليْ. 
       3.0        5.0 --         وقّفْت عربيتّي هْناكْ. 
       3.0        3.0 --         ولده لسْه ما وصلْ. 
       3.0        7.0 --         ولدهْ صيدلي وبتّهْ صيدليهْ. 
       3.0        5.0 --         ولدي اتخرج من الثانوي العام. 
       1.0        4.0 --         ولدي برتّب الفرشْ. 
       3.0        5.0 --         ولدي بشارك في الصّف. 
       3.0        7.0 --         ولدي بفكْ وبركب قزاز العربات. 
       3.0        7.0 --         ولدي بقْرا في مدارس خاصة. 
       3.0        6.0 --         ولدي خلّى السفرْ. 
       3.0        5.0 --         ولدي طالبْ يدْ بتّكمْ. 
       3.0        5.0 --         ولدي عايزْ مسْطرة. 
       3.0        7.0 --         ولدي عنْده ءستاذ خصوصي. 
       3.0        5.0 --         ولدي عنْده درسْ عصر. 
       0.0        4.0 --         ولدي عنْدو لعْبة 
       3.0        6.0 --         ولدي في ءولى ابتداءي. 
       0.0        4.0 --         ولدي في المدْرسة. 
       1.0        4.0 --         ولدي معدله مرتفع. 
       3.0        7.0 --         ولدي وقعْ على الْءرضْ. 
       0.0        4.0 --         ولّع نور العربية! 
       0.0        4.0 --         ولّعْ نوركْ. 
       0.0        4.0 --         وين ورق الْعربية؟ 
       3.0        7.0 --         وينْ بطاقتك الشّخْصية؟ 
       3.0        2.0 --         وينْ تصريح الْعربية؟ 
       3.0        6.0 --         وينْ قسْم الْعلاجْ الطّبيعيْ؟ 
       0.0        4.0 --         ويْن ءنْت؟ 
       3.0        5.0 --         ويْن الءمْضاء بتاعك؟ 
       1.0        4.0 --         ويْن التسعة كتبْ؟ 
       1.0        4.0 --         يا ءخي معْقولْ؟ 
       3.0        5.0 --         يا زول بتتْكلّمْ جدْ؟ 
       3.0        2.0 --         يا زولْ ما تتْردّدْ. 
       0.0        4.0 --         يا زوْل اسْرعْ. 
       3.0        7.0 --         يا مريم حجزتي لينا ءوضة؟ 
       3.0        5.0 --         يا ها دي سمّاعة التّلفون. 
       3.0        5.0 --         يا ولد خلّي التدخين! 
       1.0        4.0 --         يا ولد ذاكر دروسك. 
       3.0        5.0 --         يجوز ليك تقدّم تاني؟ 
       3.0        5.0 --         يدّيكْ الصحهْ والعافيهْ 
       3.0        5.0 --         يدْ واحْدة ما بتْصفّقْ. 
       3.0        5.0 --         يسرني جدّا ءقابْلك. 
       0.0        4.0 --         يشْبهْ ءبوه. 
       1.0        4.0 --         يصْحا منْ النّوْم. 
       3.0        6.0 --         يعنيْ شْنو ءعراض جانبيهْ؟ 
       0.0        4.0 --         يعْني دا بكمْ؟ 
       0.0        4.0 --         يعْني شنو؟ 
       3.0        5.0 --         يفْصلْ بيْنهمْ الْبحرْ. 
       0.0        4.0 --         يلّا نلفْ شويّة. 
       3.0        3.0 --         يمْكن ءمّي تجي الليْلة. 
       3.0        2.0 --         يوليو شهرْ صيْف. 
       3.0        5.0 --         يونيو شهر حرْ شديدْ. 
       3.0        3.0 --         يوْم السبتْ ءجازة. 
