      male     female
       3.0        3.0 --         سمندر 
      24.0       28.0 --         سمندر; بحر 
       3.0        3.0 --         سموسے 
       2.0        2.0 --         سن 
       8.0       13.0 --         سنبھا لنا 
      15.0       17.0 --         سنبھال , دیکھ بھال 
       4.0        6.0 --         سنجیدہ 
       6.0        9.0 --         سند 
       3.0        3.0 --         سندھ 
       3.0        3.0 --         سندھی 
       3.0        3.0 --         سنسان 
       3.0        3.0 --         سنکھیا 
       7.0        8.0 --         سنگ مرمر 
      10.0       10.0 --         سنگسار کرنا 
       4.0        5.0 --         سنگین 
       4.0        4.0 --         سو 
      21.0       18.0 --         سو جان سے فریفتہ 
       3.0        3.0 --         سو جن 
      12.0       14.0 --         سو کروڑ 
      12.0       14.0 --         سوئی دھاگہ 
       3.0        3.0 --         سوا دو 
       6.0        8.0 --         سوا دو لاکھ 
       3.0        3.0 --         سوا سو 
      13.0       17.0 --         سوا چھ بجے 
       2.0        3.0 --         سوار 
       2.0        3.0 --         سواری 
       3.0        3.0 --         سوتیلا 
       2.0        3.0 --         سود 
       2.0        3.0 --         سودا 
      12.0       14.0 --         سورج ;شمس 
      12.0       11.0 --         سوزش 
       3.0        3.0 --         سولہ 
       2.0        3.0 --         سونا 
       4.0        5.0 --         سونپنا 
       5.0        7.0 --         سوچنا 
      21.0       16.0 --         سوچی سمجھی منصوبہ بندی 
      17.0       18.0 --         سوڈانی 
       3.0        3.0 --         سِتارہ 
      18.0       18.0 --         سِلنڈر 
      12.0       16.0 --         سپریم کورٹ 
       3.0        3.0 --         سپیرا 
      22.0       22.0 --         سڑک بند ھے۔ 
      21.0       17.0 --         سڑک; روڈ 
      21.0       19.0 --         سڑکوں کی مرمت کرنے کا نگران کون ھے؟ 
       2.0        3.0 --         سکون 
      12.0       17.0 --         سکون دہ دوائیں 
       3.0        3.0 --         سگا 
       4.0        5.0 --         سہ پہر 
      15.0       17.0 --         سہا را مدد ساتھ دینا 
       4.0        5.0 --         سہولیات 
      34.0       36.0 --         سیا ست ۔ سیا سی جما عت 
       4.0        5.0 --         سیاح 
       2.0        3.0 --         سیارہ 
       4.0        6.0 --         سیاستدان 
       2.0        3.0 --         سیاہ 
       4.0        6.0 --         سیراب کرنا 
      28.0       34.0 --         سیروتفریح 
       2.0        3.0 --         سیسہ 
       4.0        6.0 --         سینتالیس 
       3.0        3.0 --         سینتیس 
       8.0       10.0 --         سیوریج کا نظام 
       4.0        5.0 --         سیٹ 
      12.0       16.0 --         سیڑھیاں 
       8.0        8.0 --         سے 
       4.0        6.0 --         شاداب 
       3.0        3.0 --         شادی 
      12.0       14.0 --         شادی شدہ 
      13.0       16.0 --         شازش 
      12.0       17.0 --         شاطر 
       5.0        8.0 --         شاعر 
       3.0        3.0 --         شام 
       4.0        5.0 --         شامل 
      12.0       18.0 --         شاندار 
      13.0       17.0 --         شانہ بہ شانہ 
       8.0        9.0 --         شاگرد 
       8.0        9.0 --         شاگِرد 
      18.0       18.0 --         شاہراہ قراقرم 
      24.0       23.0 --         شاید 
      18.0       17.0 --         شب بخیر 
      12.0       11.0 --         شب قدر 
       4.0        5.0 --         شبہ 
       8.0        9.0 --         شجر کاری 
       5.0        8.0 --         شدت روی 
      12.0       14.0 --         شدت پسند 
       8.0       10.0 --         شدید 
      19.0       18.0 --         شر ت صندل 
       4.0        6.0 --         شرابور 
       4.0        6.0 --         شربت 
      18.0       18.0 --         شربتوں. شربت 
      12.0       16.0 --         شرح اموات 
      21.0       17.0 --         شرح خواندگی 
       5.0        8.0 --         شرع 
      15.0       16.0 --         شرعی بنچ 
      18.0       18.0 --         شرعی حدود 
      17.0       18.0 --         شرمندۂ تعبیر 
       8.0        9.0 --         شروع 
      19.0       18.0 --         ششماہی امتحان 
      10.0       10.0 --         شعبان 
      17.0       22.0 --         شعبہ 
      15.0       17.0 --         شفا خانہ 
       4.0        6.0 --         شق 
      27.0       24.0 --         شمال 
      22.0       18.0 --         شمال کی طرف 
      12.0       11.0 --         شمالی امریکہ 
      21.0       17.0 --         شمالی علاقہ جات 
      12.0       11.0 --         شناخت 
       3.0        5.0 --         شوال 
       3.0        3.0 --         شور 
       5.0        8.0 --         شوق 
       3.0        5.0 --         شوہر 
       6.0        6.0 --         شکار 
       4.0        5.0 --         شکایات 
      12.0       11.0 --         شکایت کنندہ 
      18.0       17.0 --         شکریہ 
      21.0       20.0 --         شکریہ اب آپ آزادی سے جا سکتے ھیں۔ 
       4.0        5.0 --         شکست 
       5.0        8.0 --         شکنجا 
      12.0       14.0 --         شہ سرخی 
       4.0        6.0 --         شہادت 
      15.0       17.0 --         شہری دفاع 
      12.0       17.0 --         شہری سہو لتیں 
      22.0       20.0 --         شہری کی گاڑی نے میری گاڑی کو نقصان پہنچایا۔ 
       8.0        9.0 --         شہید کرنا 
       4.0        6.0 --         شیروانی 
      12.0       14.0 --         شیش ناگ 
      10.0       10.0 --         شیشوں 
      18.0       18.0 --         شیشہ۔شیشے 
      42.0       34.0 --         صاحبزادے 
      12.0       17.0 --         صارف 
      45.0       51.0 --         صارفین 
      15.0       17.0 --         صبح 
      18.0       17.0 --         صبح بخیر 
      24.0       20.0 --         صبع سویرے۔ 
      21.0       18.0 --         صحافت 
      38.0       36.0 --         صحافی 
      15.0       17.0 --         صحت 
      21.0       17.0 --         صحت افزا 
      21.0       17.0 --         صحت عامہ 
      21.0       16.0 --         صحت و صفائی 
      15.0       17.0 --         صحرا 
      15.0       17.0 --         صحن 
      24.0       22.0 --         صدر 
      24.0       34.0 --         صرف 
      15.0       17.0 --         صف اول 
      32.0       36.0 --         صفائی 
      21.0       16.0 --         صفحہ ہستی سے مٹنا 
      12.0       17.0 --         صفر 
      18.0       18.0 --         صفوف 
      36.0       36.0 --         صلاحیت 
      15.0       17.0 --         صندوق 
      15.0       17.0 --         صنعت 
      21.0       18.0 --         صنعت کاروں 
      21.0       17.0 --         صنعتی آلودگی 
      21.0       17.0 --         صنعتی ترقی 
      21.0       16.0 --         صنعتی طور پر 
      21.0       16.0 --         صنعتی مصنوعات 
      21.0       17.0 --         صنعتی پیداوار 
      18.0       18.0 --         صنعتیں 
      12.0       17.0 --         صنف 
      21.0       17.0 --         صو بائی حکو مت 
      21.0       16.0 --         صوبائی اختلافات 
      21.0       16.0 --         صوبائی خودمختاری 
      20.0       16.0 --         صوبائی عدالت عالیہ۔ پنجاب۔ سندھ۔ سرحد۔ بلوچستان ہائی کورٹ 
      21.0       17.0 --         صوبہ، صوبے 
      15.0       17.0 --         صوفہ 
      12.0       16.0 --         صومالی 
      12.0       17.0 --         صِفر 
      12.0       14.0 --         ضا بطہ 
       8.0        9.0 --         ضائع کرنا 
       3.0        3.0 --         ضرر رساں 
       2.0        2.0 --         ضرور 
       2.0        3.0 --         ضرورت 
      15.0       17.0 --         ضروریات زندگی 
       4.0        6.0 --         ضمیمہ 
      21.0       16.0 --         طارق روڈ، 
      12.0       17.0 --         طاقت 
      21.0       16.0 --         طالب علم۔ طالبہ 
      12.0       17.0 --         طالبات 
      32.0       36.0 --         طبعیت 
      19.0       18.0 --         طبی عملہ 
      21.0       17.0 --         طبی معائینہ 
      12.0       16.0 --         طبیب 
      18.0       18.0 --         طبیعیات 
      21.0       17.0 --         طرز گائگی 
      30.0       34.0 --         طریقہ 
      30.0       34.0 --         طشتری 
      19.0       18.0 --         طعام گاہ 
      12.0       11.0 --         طغیانی 
      21.0       17.0 --         طلوع آفتاب 
      18.0       18.0 --         طواف کرنا 
      17.0       18.0 --         طول عمر 
      18.0       18.0 --         طویل المدت 
      12.0       16.0 --         طے کرنا 
      18.0       17.0 --         عائشہ 
       3.0        3.0 --         عارضی 
      21.0       17.0 --         عالمی ادارہ صحت 
      10.0       10.0 --         عالمی بنک 
      12.0       17.0 --         عالمی جنگ 
      21.0       17.0 --         عالمی سطح پر 
      21.0       16.0 --         عالمی مالیاتی فنڈ 
